Feedback Received Date,Feedback Description,User's Quote,Rating,URLs,Extension,Source,Focus Area,Shared to Airtable by
"May 4, 2023",Fast and precise help,"I recently had an issue with my website that I just couldn’t figure out on my own. Luckily, I found shw was an absolute lifesaver! Not only did she respond quickly to my request for help, but they were also incredibly precise in diagnosing the problem and providing me with a solution.
	
		This topic was modified 6 months, 1 week ago by andyex2.",5,https://wordpress.org/support/topic/fast-and-precise-help/,WooCommerce,.org Product Review,TBD,.org review harvester
"May 3, 2023",how to show star rating in the woocommerce review form(I enabled star rating),Great,5,https://wordpress.org/support/topic/how-to-show-star-rating-in-the-woocommerce-review-formi-enabled-star-rating-2/,WooCommerce,.org Product Review,TBD,.org review harvester
"May 2, 2023",The best plugin and support,This is my favourite shopping solution! Reallt nice functionality and great support!,5,https://wordpress.org/support/topic/the-best-plugin-and-support-11/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 29, 2023",Awesome support,The support was excellent and concise. My matter was solved within one exchange! Thanks,5,https://wordpress.org/support/topic/awesome-support-775/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 26, 2023",E-mail from,Great service!Helped solve the problem.,5,https://wordpress.org/support/topic/e-mail-from/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 26, 2023",Top Support,"Great service, always fast and to the point. Very helpful people.",5,https://wordpress.org/support/topic/top-support-81/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 21, 2023",Great service!,People very interested in helping to solve the problem! Very good! Thanks!,5,https://wordpress.org/support/topic/great-service-498/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 20, 2023",Great customer service,"Woocommerce system works very good, and the customer service is also very helpful!",5,https://wordpress.org/support/topic/great-customer-service-370/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 18, 2023",Just Amazing,I can’t express how important the wooCommerce is! Just mind blowing…..,5,https://wordpress.org/support/topic/just-amazing-124/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 18, 2023",Error after the last update,"With the current update we have the following error: If an already created article is changed and saved again, times loses all technical properties (additional_information).
Edit: The problem was reproducible on a few items, but not anymore at the moment. Everything was already uptodate before.
	
		This topic was modified 6 months, 4 weeks ago by denishauser.
	
	
		This topic was modified 6 months, 4 weeks ago by denishauser.",5,https://wordpress.org/support/topic/error-after-the-last-update-4/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 15, 2023",Some features don’t work after updating to 7.6 version.,"Some features below need to be reviewed:
Shipping class doesn’t appear once add new products.
Shipping fee doesn’t appear at Shipping detailed once place orders.
Kindly check again these issues. It’s very important!
Many thanks.",4,https://wordpress.org/support/topic/some-features-dont-work-after-updating-to-7-6-version/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 14, 2023",Very Limited in option for a startup store,Very Limited in option for a startup store,5,https://wordpress.org/support/topic/very-limited-in-option-for-a-startup-store/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 14, 2023",Friendly support,They really try to help and not just bother the user with standard recipe suggestions. Please continue.,4,https://wordpress.org/support/topic/friendly-support-12/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 14, 2023",Awful user experience,Really hard to edit the cart and checkout page if you are not a developer,5,https://wordpress.org/support/topic/awful-user-experience-2/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 12, 2023","new to Woocommerce, can you remove phone number requirement during checkout","I installed Woocommerce recently to use with PayPal and Stripe.
In both of their checkout procedures, the Woocommerce form requires the user to enter their phone number.
I’ve seen lots of articles on the Internet saying how this phone number entry field can be removed either by hacking a template file or installing a third party plugin.
Would it not be better for Woocommerce to add an option to allow the customer not to specify their phone number? Suppose a customer is worried about giving out too much personal information.
I would be immediately moving over to use Woocommerce over my existing payment system, if it were not for this phone number hurdle. I really don’t want to put customers off.
Plus it is a bit silly to have to hack a template or install a third party plug-in, when the Woocommerce plug-in developers should just make a new setting so you can leave out the phone number entry field during the checkout procedure.
	
		This topic was modified 7 months ago by Marisa.",5,https://wordpress.org/support/topic/new-to-woocommerce-can-you-remove-phone-number-requirement-during-checkout/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 17, 2023",problem with the shipping,"Version 7.5 or higher, there is a problem with the shipping, must go back to a lower version for it to work and it’s been like this for over 3 months",5,https://wordpress.org/support/topic/problem-with-the-shipping/,WooCommerce,.org Product Review,TBD,.org review harvester
"May 19, 2023",Trojan Found by Windows,"Local install of woo, tried to update to current version and Windows Defender blocked Trojan:Win32/Email.A!cl",1,https://wordpress.org/support/topic/trojan-found-by-windows/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 11, 2023",Crashes WordPress,Not sure what’s going on but WooCommerce is no longer working with the latest wordpress and just crashes the whole interface,1,https://wordpress.org/support/topic/crashes-wordpress-4/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 6, 2023",Awesome,Very good support,5,https://wordpress.org/support/topic/awesome-9898/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 6, 2023",A great help !!,A great help from WooCommerce and team. My business relies on you guys. Always recommended.,5,https://wordpress.org/support/topic/a-great-help-22/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 5, 2023",Excellent help and really quick,fantastic service in this woo forum. Many thanks!,5,https://wordpress.org/support/topic/excellent-help-and-really-quick/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 5, 2023","Kind, prompt and helpful","Had a great experience with the customer service team and was responded to fast, nicely and in a way that got straight to the point and helped me with my issue. Thanks!",5,https://wordpress.org/support/topic/kind-prompt-and-helpful/,WooCommerce,.org Product Review,TBD,.org review harvester
